loss,acc,epoch,step,val_loss,val_acc
1.124485969543457,0.8125,0,49,,
0.7179179191589355,0.8515625,0,99,,
0.6747401356697083,0.8671875,0,149,,
0.5358412265777588,0.8828125,0,199,,
0.46477362513542175,0.8671875,0,249,,
0.4361279010772705,0.8828125,0,299,,
0.42945706844329834,0.8984375,0,349,,
0.3553960621356964,0.9140625,0,399,,
0.4221699833869934,0.8984375,0,449,,
,,0,468,0.3789655268192291,0.9031000137329102
0.4156586825847626,0.8671875,1,499,,
0.3183194398880005,0.90625,1,549,,
0.3451939523220062,0.90625,1,599,,
0.38049572706222534,0.921875,1,649,,
0.3511471450328827,0.8984375,1,699,,
0.3918122947216034,0.8828125,1,749,,
0.4321722388267517,0.8984375,1,799,,
0.329015851020813,0.921875,1,849,,
0.25186440348625183,0.921875,1,899,,
,,1,937,0.3160637617111206,0.9143000245094299
0.35425055027008057,0.9140625,2,949,,
0.3149906098842621,0.921875,2,999,,
0.3104662001132965,0.921875,2,1049,,
0.3215101957321167,0.9296875,2,1099,,
0.3338299095630646,0.90625,2,1149,,
0.2437954992055893,0.953125,2,1199,,
0.3576469123363495,0.9296875,2,1249,,
0.30864807963371277,0.9296875,2,1299,,
0.311945378780365,0.953125,2,1349,,
0.2986462116241455,0.90625,2,1399,,
,,2,1406,0.2965089976787567,0.9175000190734863
