acc,epoch,loss,step
0.95703125,6,1.5015194416046143,1399
0.9453125,6,1.5159785747528076,1449
0.953125,6,1.5053530931472778,1499
0.9453125,,1.5181858539581299,120
0.9375,,1.5219392776489258,121
0.953125,,1.5070327520370483,122
0.9453125,,1.5143990516662598,123
0.96875,,1.491789698600769,124
0.94921875,,1.5150328874588013,125
0.953125,,1.5067867040634155,126
0.9375,,1.5237112045288086,127
0.91015625,,1.5517314672470093,128
0.95703125,,1.506360650062561,129
0.9375,,1.5230181217193604,130
0.953125,,1.5084065198898315,131
0.9453125,,1.5161415338516235,132
0.96875,,1.492710828781128,133
0.9296875,,1.5334073305130005,134
0.9296875,,1.531808853149414,135
0.96484375,,1.49600350856781,136
0.96875,,1.4945100545883179,137
0.96484375,,1.4951465129852295,138
0.9411764740943909,,1.5228594541549683,139
0.94921875,7,1.5127813816070557,1549
0.9609375,7,1.5002247095108032,1599
0.95703125,7,1.5049984455108643,1649
0.953125,7,1.5048573017120361,1699
0.9453125,,1.5159869194030762,140
0.96484375,,1.499094843864441,141
0.9609375,,1.5010932683944702,142
0.9375,,1.5242419242858887,143
0.96875,,1.4924523830413818,144
0.9375,,1.5205081701278687,145
0.9609375,,1.5005347728729248,146
0.95703125,,1.506356120109558,147
0.9140625,,1.5493887662887573,148
0.9609375,,1.5008113384246826,149
0.94921875,,1.5100343227386475,150
0.94140625,,1.5187526941299438,151
0.9453125,,1.5150341987609863,152
0.953125,,1.508379578590393,153
0.9375,,1.5255780220031738,154
0.94140625,,1.5153456926345825,155
0.96875,,1.4927986860275269,156
0.96484375,,1.4958850145339966,157
0.95703125,,1.5029149055480957,158
0.9191176295280457,,1.541324257850647,159
0.95703125,8,1.5022783279418945,1749
0.94921875,8,1.513931155204773,1799
0.96484375,8,1.4955906867980957,1849
0.95703125,8,1.5062135457992554,1899
0.9453125,,1.5173020362854004,160
0.95703125,,1.5053012371063232,161
0.9453125,,1.5147978067398071,162
0.9453125,,1.5133744478225708,163
0.97265625,,1.4853873252868652,164
0.9296875,,1.5265401601791382,165
0.94921875,,1.5117985010147095,166
0.9375,,1.5250461101531982,167
0.93359375,,1.5298868417739868,168
0.953125,,1.5082221031188965,169
0.95703125,,1.502386212348938,170
0.95703125,,1.5053520202636719,171
0.9609375,,1.5015325546264648,172
0.94921875,,1.5101585388183594,173
0.921875,,1.5368152856826782,174
0.94921875,,1.5160655975341797,175
0.9609375,,1.5000351667404175,176
0.9453125,,1.5134252309799194,177
0.95703125,,1.5039573907852173,178
0.9411764740943909,,1.5165791511535645,179
0.94140625,9,1.5197978019714355,1949
0.96484375,9,1.496923804283142,1999
0.95703125,9,1.5051336288452148,2049
0.96875,9,1.491337537765503,2099
0.9490740895271301,9,1.5127183198928833,2149
0.953125,,1.5063799619674683,180
0.953125,,1.5069657564163208,181
0.9375,,1.5222810506820679,182
0.94140625,,1.5220844745635986,183
0.94921875,,1.510473608970642,184
0.93359375,,1.5283610820770264,185
0.93359375,,1.5222231149673462,186
0.921875,,1.540144681930542,187
0.8828125,,1.5759446620941162,188
0.94921875,,1.5116671323776245,189
0.95703125,,1.5042482614517212,190
0.92578125,,1.5323597192764282,191
0.9375,,1.5244812965393066,192
0.95703125,,1.5020028352737427,193
0.9140625,,1.5454264879226685,194
0.91796875,,1.5420567989349365,195
0.9609375,,1.501700758934021,196
0.9609375,,1.4995453357696533,197
0.95703125,,1.5051805973052979,198
0.9411764740943909,,1.5208594799041748,199
0.9453125,10,1.5169973373413086,2199
0.96484375,10,1.4955192804336548,2249
0.9296875,10,1.53041410446167,2299
0.93359375,10,1.5294454097747803,2349
0.9296875,,1.5316860675811768,200
0.97265625,,1.4888641834259033,201
0.95703125,,1.500015377998352,202
0.92578125,,1.537025809288025,203
0.9609375,,1.4992704391479492,204
0.9453125,,1.5176496505737305,205
0.9375,,1.5232864618301392,206
0.94921875,,1.5099753141403198,207
0.91796875,,1.5440601110458374,208
0.93359375,,1.5273022651672363,209
0.94921875,,1.5129575729370117,210
0.93359375,,1.526114583015442,211
0.9375,,1.5245798826217651,212
0.9453125,,1.516300082206726,213
0.93359375,,1.5257117748260498,214
0.9453125,,1.515864610671997,215
0.94140625,,1.5212265253067017,216
0.96875,,1.4927376508712769,217
0.95703125,,1.504132866859436,218
0.9117646813392639,,1.5481789112091064,219
0.95703125,11,1.5044872760772705,2399
0.9765625,11,1.4848495721817017,2449
0.96875,11,1.493313193321228,2499
0.953125,11,1.507270336151123,2549
0.94921875,,1.5101282596588135,220
0.96875,,1.4916847944259644,221
0.94921875,,1.5084396600723267,222
0.9453125,,1.5146865844726562,223
0.96875,,1.4932239055633545,224
0.96484375,,1.495060920715332,225
0.96875,,1.4954231977462769,226
0.9609375,,1.4992992877960205,227
0.9140625,,1.546993374824524,228
0.94140625,,1.5188957452774048,229
0.95703125,,1.5040786266326904,230
0.96484375,,1.4966164827346802,231
0.96484375,,1.4956897497177124,232
0.94921875,,1.511902928352356,233
0.91796875,,1.5409772396087646,234
0.94921875,,1.5094293355941772,235
0.9609375,,1.5002537965774536,236
0.97265625,,1.4881638288497925,237
0.95703125,,1.505306601524353,238
0.9338235259056091,,1.5289758443832397,239
0.953125,12,1.5072091817855835,2599
0.9609375,12,1.5039530992507935,2649
0.94921875,12,1.5087339878082275,2699
0.94140625,12,1.5205321311950684,2749
0.9453125,,1.5176005363464355,240
0.97265625,,1.4882992506027222,241
0.95703125,,1.5042784214019775,242
0.94140625,,1.5205562114715576,243
0.95703125,,1.504475474357605,244
0.94921875,,1.5102779865264893,245
0.94921875,,1.5118190050125122,246
0.94921875,,1.5135694742202759,247
0.90625,,1.55389404296875,248
0.953125,,1.5086901187896729,249
0.9453125,,1.5151042938232422,250
0.953125,,1.507054328918457,251
0.9609375,,1.4984543323516846,252
0.94140625,,1.5191344022750854,253
0.93359375,,1.5288755893707275,254
0.9296875,,1.5309913158416748,255
0.95703125,,1.5033999681472778,256
0.94921875,,1.510116457939148,257
0.9609375,,1.5005487203598022,258
0.9411764740943909,,1.5186606645584106,259
0.95703125,13,1.5023255348205566,2799
0.96484375,13,1.4955273866653442,2849
0.953125,13,1.5080994367599487,2899
0.984375,13,1.4787781238555908,2949
0.96484375,13,1.4942538738250732,2999
0.95703125,,1.5056546926498413,260
0.95703125,,1.5014022588729858,261
0.96484375,,1.4967408180236816,262
0.93359375,,1.52666437625885,263
0.96875,,1.4939485788345337,264
0.9453125,,1.5142252445220947,265
0.94921875,,1.5122685432434082,266
0.93359375,,1.5282108783721924,267
0.90625,,1.5530824661254883,268
0.94921875,,1.5119508504867554,269
0.96484375,,1.495294213294983,270
0.94921875,,1.5101892948150635,271
0.94140625,,1.5166475772857666,272
0.94140625,,1.5192266702651978,273
0.92578125,,1.5362628698349,274
0.95703125,,1.5015202760696411,275
0.953125,,1.5065072774887085,276
0.96875,,1.4938104152679443,277
0.97265625,,1.4885644912719727,278
0.9338235259056091,,1.5275592803955078,279
0.9609375,14,1.4989036321640015,3049
0.9609375,14,1.501413345336914,3099
0.93359375,14,1.5245914459228516,3149
0.9375,14,1.5236824750900269,3199
0.9375,,1.524383544921875,280
0.96875,,1.4922871589660645,281
0.96484375,,1.4980902671813965,282
0.94140625,,1.5200169086456299,283
0.9609375,,1.5004605054855347,284
0.96484375,,1.4956855773925781,285
0.9375,,1.5220719575881958,286
0.95703125,,1.5039808750152588,287
0.9140625,,1.546945333480835,288
0.94140625,,1.520134449005127,289
0.95703125,,1.5040132999420166,290
0.9453125,,1.5153177976608276,291
0.9453125,,1.5150763988494873,292
0.94921875,,1.5104202032089233,293
0.9296875,,1.5315752029418945,294
0.9375,,1.5242851972579956,295
0.9609375,,1.4981107711791992,296
0.9765625,,1.4846705198287964,297
0.9609375,,1.499131441116333,298
0.9264705777168274,,1.5320298671722412,299
0.953125,15,1.5083123445510864,3249
0.9765625,15,1.4846315383911133,3299
0.9609375,15,1.501098394393921,3349
0.953125,15,1.5074313879013062,3399
0.9453125,,1.515089511871338,300
0.9453125,,1.5157941579818726,301
0.9609375,,1.501395583152771,302
0.9296875,,1.531996726989746,303
0.96484375,,1.4958194494247437,304
0.9296875,,1.5292792320251465,305
0.93359375,,1.527929663658142,306
0.93359375,,1.527924656867981,307
0.89453125,,1.5650460720062256,308
0.94921875,,1.5126771926879883,309
0.9609375,,1.4988352060317993,310
0.9296875,,1.5316990613937378,311
0.9375,,1.5238686800003052,312
0.953125,,1.5093032121658325,313
0.91796875,,1.5433136224746704,314
0.94140625,,1.520416021347046,315
0.9765625,,1.483729362487793,316
0.95703125,,1.5032120943069458,317
0.9609375,,1.4971256256103516,318
0.970588207244873,,1.49406898021698,319
0.9609375,16,1.501162052154541,3449
0.9609375,16,1.501095175743103,3499
0.9609375,16,1.5000975131988525,3549
0.953125,16,1.5080112218856812,3599
0.95703125,16,1.5045042037963867,3649
0.94921875,,1.5112555027008057,320
0.94921875,,1.5118705034255981,321
0.953125,,1.5081502199172974,322
0.93359375,,1.5248175859451294,323
0.9765625,,1.4856449365615845,324
0.9453125,,1.5146857500076294,325
0.9453125,,1.5147769451141357,326
0.9296875,,1.531740427017212,327
0.8984375,,1.5629791021347046,328
0.9609375,,1.4997683763504028,329
0.95703125,,1.5032721757888794,330
0.953125,,1.5072236061096191,331
0.93359375,,1.5271376371383667,332
0.94921875,,1.5116857290267944,333
0.9375,,1.5236446857452393,334
0.9296875,,1.5319561958312988,335
0.9609375,,1.5007034540176392,336
0.95703125,,1.504162311553955,337
0.953125,,1.5048587322235107,338
0.9191176295280457,,1.5419387817382812,339
0.96484375,17,1.4968680143356323,3699
0.94921875,17,1.5120539665222168,3749
0.96484375,17,1.496480941772461,3799
0.9609375,17,1.4996674060821533,3849
0.9453125,,1.517238974571228,340
0.96484375,,1.4984253644943237,341
0.95703125,,1.5041073560714722,342
0.9375,,1.5222841501235962,343
0.97265625,,1.489952802658081,344
0.94921875,,1.5119354724884033,345
0.94921875,,1.5122084617614746,346
0.96484375,,1.4970918893814087,347
0.90625,,1.5553096532821655,348
0.94921875,,1.5117698907852173,349
0.95703125,,1.5025241374969482,350
0.953125,,1.5063129663467407,351
0.94921875,,1.5065547227859497,352
0.9609375,,1.5014046430587769,353
0.93359375,,1.5258963108062744,354
0.92578125,,1.5342861413955688,355
0.98046875,,1.4806513786315918,356
0.9609375,,1.4998176097869873,357
0.953125,,1.505497694015503,358
0.9338235259056091,,1.5269631147384644,359
0.96484375,18,1.495451807975769,3899
0.9453125,18,1.515641689300537,3949
0.96484375,18,1.496343731880188,3999
0.9609375,18,1.4985947608947754,4049
0.94921875,,1.5124831199645996,360
0.953125,,1.507428765296936,361
0.9609375,,1.5011588335037231,362
0.9296875,,1.5299855470657349,363
0.9765625,,1.484704613685608,364
0.94921875,,1.5117387771606445,365
0.9453125,,1.5158843994140625,366
0.94140625,,1.5215981006622314,367
0.91796875,,1.5432181358337402,368
0.953125,,1.507839322090149,369
0.96484375,,1.4962316751480103,370
0.95703125,,1.5037004947662354,371
0.94140625,,1.5196794271469116,372
0.94140625,,1.517907738685608,373
0.92578125,,1.5344876050949097,374
0.93359375,,1.5274585485458374,375
0.96875,,1.491918683052063,376
0.95703125,,1.50370192527771,377
0.96484375,,1.4963504076004028,378
0.9338235259056091,,1.5273211002349854,379
0.9609375,19,1.4993658065795898,4099
0.953125,19,1.5106825828552246,4149
0.9765625,19,1.4844098091125488,4199
0.9609375,19,1.500245451927185,4249
0.9351851940155029,19,1.5273185968399048,4299
0.953125,,1.5081226825714111,380
0.95703125,,1.5041733980178833,381
0.96484375,,1.4952980279922485,382
0.92578125,,1.5355000495910645,383
0.96875,,1.4926860332489014,384
0.94921875,,1.512047529220581,385
0.9453125,,1.5184129476547241,386
0.9453125,,1.5143554210662842,387
0.9140625,,1.5464746952056885,388
0.93359375,,1.527388334274292,389
0.9765625,,1.482645869255066,390
0.94140625,,1.519619345664978,391
0.94140625,,1.5200600624084473,392
0.95703125,,1.5047534704208374,393
0.921875,,1.5403213500976562,394
0.9375,,1.5242698192596436,395
0.95703125,,1.5042963027954102,396
0.96484375,,1.498600959777832,397
0.94921875,,1.5116738080978394,398
0.9117646813392639,,1.549652338027954,399
0.9296875,20,1.5285025835037231,4349
0.9765625,20,1.4845916032791138,4399
0.94921875,20,1.5118014812469482,4449
0.96484375,20,1.4964028596878052,4499
0.9375,,1.524499535560608,400
0.95703125,,1.5028271675109863,401
0.95703125,,1.5030823945999146,402
0.9296875,,1.5316296815872192,403
0.96484375,,1.4953296184539795,404
0.94140625,,1.519799828529358,405
0.9296875,,1.5321526527404785,406
0.93359375,,1.526320457458496,407
0.8984375,,1.5614129304885864,408
0.92578125,,1.5335081815719604,409
0.94921875,,1.5121821165084839,410
0.96484375,,1.4978355169296265,411
0.953125,,1.5081932544708252,412
0.95703125,,1.5026658773422241,413
0.9375,,1.5247771739959717,414
0.9296875,,1.530778169631958,415
0.96875,,1.4923992156982422,416
0.96875,,1.4905215501785278,417
0.9453125,,1.5149345397949219,418
0.9485294222831726,,1.5121493339538574,419
0.94921875,21,1.5113435983657837,4549
0.97265625,21,1.4857851266860962,4599
0.9375,21,1.5238537788391113,4649
0.9609375,21,1.5001925230026245,4699
0.95703125,,1.5041197538375854,420
0.953125,,1.5105462074279785,421
0.94921875,,1.5108397006988525,422
0.9375,,1.5236984491348267,423
0.95703125,,1.504246711730957,424
0.9375,,1.522679090499878,425
0.9296875,,1.5313682556152344,426
0.9375,,1.5252026319503784,427
0.91015625,,1.5492494106292725,428
0.9375,,1.5236070156097412,429
0.95703125,,1.5040912628173828,430
0.93359375,,1.5296190977096558,431
0.9609375,,1.500556468963623,432
0.94921875,,1.5134532451629639,433
0.9375,,1.5236424207687378,434
0.921875,,1.5382083654403687,435
0.9609375,,1.500508427619934,436
0.96484375,,1.4962655305862427,437
0.96484375,,1.496954321861267,438
0.9264705777168274,,1.5346802473068237,439
0.98046875,22,1.480560541152954,4749
0.94921875,22,1.5119038820266724,4799
0.94921875,22,1.51180899143219,4849
0.95703125,22,1.5036932229995728,4899
0.95703125,,1.5039838552474976,440
0.953125,,1.5097991228103638,441
0.953125,,1.507999300956726,442
0.9296875,,1.5314443111419678,443
0.9765625,,1.484710931777954,444
0.94921875,,1.5131667852401733,445
0.94921875,,1.5106559991836548,446
0.93359375,,1.528096079826355,447
0.8984375,,1.5627855062484741,448
0.9609375,,1.5026339292526245,449
0.95703125,,1.5039918422698975,450
0.953125,,1.5081442594528198,451
0.9453125,,1.5151112079620361,452
0.953125,,1.50892972946167,453
0.91796875,,1.5430229902267456,454
0.9296875,,1.5321989059448242,455
0.95703125,,1.504124402999878,456
0.95703125,,1.5032966136932373,457
0.953125,,1.5076427459716797,458
0.9338235259056091,,1.5273375511169434,459
0.9609375,23,1.5001081228256226,4949
0.94140625,23,1.5155984163284302,4999
0.9609375,23,1.5005608797073364,5049
0.97265625,23,1.488508939743042,5099
0.95703125,23,1.5029699802398682,5149
0.9140625,,1.5455864667892456,460
0.90625,,1.5516364574432373,461
0.93359375,,1.5269689559936523,462
0.8984375,,1.562490701675415,463
0.9140625,,1.5482748746871948,464
0.9375,,1.5237250328063965,465
0.91796875,,1.5448989868164062,466
0.89453125,,1.5665154457092285,467
0.85546875,,1.6056910753250122,468
0.9140625,,1.5438282489776611,469
0.9375,,1.52354097366333,470
0.9140625,,1.5471258163452148,471
0.921875,,1.5409305095672607,472
0.921875,,1.539162516593933,473
0.8984375,,1.5615100860595703,474
0.8984375,,1.5624839067459106,475
0.93359375,,1.5310399532318115,476
0.921875,,1.538604736328125,477
0.91796875,,1.5405141115188599,478
0.875,,1.5861490964889526,479
0.95703125,24,1.5038599967956543,5199
0.97265625,24,1.488846778869629,5249
0.953125,24,1.508209466934204,5299
0.9375,24,1.5238385200500488,5349
0.94921875,,1.512098789215088,480
0.9453125,,1.5158377885818481,481
0.9609375,,1.5002132654190063,482
0.93359375,,1.5288037061691284,483
0.94921875,,1.5107293128967285,484
0.953125,,1.5082707405090332,485
0.9453125,,1.515600323677063,486
0.953125,,1.5076364278793335,487
0.9140625,,1.5467555522918701,488
0.94140625,,1.5157487392425537,489
0.9453125,,1.5155986547470093,490
0.94921875,,1.5123122930526733,491
0.953125,,1.5092483758926392,492
0.94921875,,1.50948166847229,493
0.9296875,,1.5296456813812256,494
0.91796875,,1.5432170629501343,495
0.953125,,1.5079967975616455,496
0.953125,,1.5077316761016846,497
0.94921875,,1.511202096939087,498
0.9411764740943909,,1.519974946975708,499
0.94921875,25,1.5119011402130127,5399
0.9609375,25,1.4996052980422974,5449
0.96875,25,1.4923105239868164,5499
0.95703125,25,1.5041195154190063,5549
0.94140625,,1.5197410583496094,500
0.953125,,1.5080547332763672,501
0.9453125,,1.5164470672607422,502
0.94921875,,1.5110106468200684,503
0.96484375,,1.4958295822143555,504
0.9453125,,1.5159971714019775,505
0.93359375,,1.5262936353683472,506
0.9375,,1.5226351022720337,507
0.91015625,,1.5502228736877441,508
0.9453125,,1.514918565750122,509
0.9375,,1.5236467123031616,510
0.953125,,1.5083041191101074,511
0.93359375,,1.52677583694458,512
0.93359375,,1.5275613069534302,513
0.921875,,1.5396552085876465,514
0.921875,,1.5392754077911377,515
0.953125,,1.5076075792312622,516
0.94921875,,1.5101628303527832,517
0.96484375,,1.4963221549987793,518
0.9191176295280457,,1.5420325994491577,519
0.9453125,26,1.5170460939407349,5599
0.953125,26,1.507514476776123,5649
0.95703125,26,1.505373477935791,5699
0.921875,26,1.5388087034225464,5749
0.953125,26,1.5059092044830322,5799
0.96484375,,1.496310830116272,520
0.9296875,,1.5316179990768433,521
0.95703125,,1.5048819780349731,522
0.93359375,,1.5272678136825562,523
0.95703125,,1.504013180732727,524
0.9375,,1.5234636068344116,525
0.91015625,,1.5506988763809204,526
0.921875,,1.539779782295227,527
0.90234375,,1.5587172508239746,528
0.91796875,,1.5415891408920288,529
0.953125,,1.5079632997512817,530
0.9453125,,1.5158694982528687,531
0.9375,,1.5230445861816406,532
0.92578125,,1.5353583097457886,533
0.90625,,1.5547618865966797,534
0.8984375,,1.5625903606414795,535
0.9609375,,1.5002131462097168,536
0.96875,,1.4928138256072998,537
0.953125,,1.5080238580703735,538
0.9191176295280457,,1.5419625043869019,539
0.91015625,27,1.5502175092697144,5849
0.9609375,27,1.5002343654632568,5899
0.94921875,27,1.5119445323944092,5949
0.95703125,27,1.5041636228561401,5999
0.94921875,,1.5118337869644165,540
0.9375,,1.5224635601043701,541
0.953125,,1.5064759254455566,542
0.90625,,1.5549626350402832,543
0.9453125,,1.515779733657837,544
0.93359375,,1.5288065671920776,545
0.9375,,1.5259077548980713,546
0.94140625,,1.520896315574646,547
0.90234375,,1.557369351387024,548
0.9296875,,1.5319269895553589,549
0.95703125,,1.5035219192504883,550
0.9453125,,1.517050862312317,551
0.9453125,,1.5156172513961792,552
0.9375,,1.5236204862594604,553
0.921875,,1.5390483140945435,554
0.9296875,,1.5311980247497559,555
0.953125,,1.5059537887573242,556
0.9453125,,1.515259027481079,557
0.94140625,,1.5194480419158936,558
0.9191176295280457,,1.5418224334716797,559
0.9453125,28,1.5131070613861084,6049
0.91796875,28,1.5431866645812988,6099
0.953125,28,1.5078599452972412,6149
0.953125,28,1.5082018375396729,6199
0.9453125,,1.5154086351394653,560
0.94921875,,1.5102252960205078,561
0.93359375,,1.5277823209762573,562
0.9375,,1.5235062837600708,563
0.953125,,1.5080159902572632,564
0.9453125,,1.5147082805633545,565
0.953125,,1.507236361503601,566
0.93359375,,1.5284188985824585,567
0.91015625,,1.5511257648468018,568
0.96875,,1.492363452911377,569
0.953125,,1.5082411766052246,570
0.953125,,1.5084298849105835,571
0.94921875,,1.5117703676223755,572
0.93359375,,1.526606559753418,573
0.92578125,,1.5368826389312744,574
0.92578125,,1.5353455543518066,575
0.96484375,,1.4968523979187012,576
0.94921875,,1.5119320154190063,577
0.9453125,,1.5157837867736816,578
0.904411792755127,,1.5567389726638794,579
0.94140625,29,1.5196293592453003,6249
0.9453125,29,1.5158380270004272,6299
0.9765625,29,1.4837919473648071,6349
0.94921875,29,1.5124591588974,6399
0.9351851940155029,29,1.5268746614456177,6449
0.9296875,,1.5314781665802002,580
0.94921875,,1.5134696960449219,581
0.93359375,,1.5275570154190063,582
0.91015625,,1.5510143041610718,583
0.9375,,1.5235166549682617,584
0.94140625,,1.5199134349822998,585
0.94140625,,1.5178111791610718,586
0.9375,,1.5220946073532104,587
0.90234375,,1.5590178966522217,588
0.9296875,,1.5313096046447754,589
0.9375,,1.5250765085220337,590
0.8984375,,1.5615123510360718,591
0.90625,,1.554593801498413,592
0.94140625,,1.5200493335723877,593
0.921875,,1.5392650365829468,594
0.921875,,1.5392459630966187,595
0.953125,,1.5079649686813354,596
0.921875,,1.5378875732421875,597
0.96875,,1.4924379587173462,598
0.904411792755127,,1.5567389726638794,599
