loss,acc,epoch,step,val_loss,val_acc
1.0998311042785645,0.8125,0,49,,
0.743327260017395,0.828125,0,99,,
0.7047328352928162,0.8125,0,149,,
0.589256227016449,0.8671875,0,199,,
0.5209917426109314,0.8671875,0,249,,
0.5833014249801636,0.84375,0,299,,
0.44773411750793457,0.828125,0,349,,
0.3581392467021942,0.9375,0,399,,
0.3944801092147827,0.8828125,0,449,,
,,0,468,0.3773244619369507,0.902899980545044
0.3467031717300415,0.921875,1,499,,
0.31805217266082764,0.9296875,1,549,,
0.44670620560646057,0.90625,1,599,,
0.2747357487678528,0.953125,1,649,,
0.3950328528881073,0.9140625,1,699,,
0.3117777109146118,0.90625,1,749,,
0.42570239305496216,0.8671875,1,799,,
0.4014340043067932,0.90625,1,849,,
0.2277882993221283,0.9375,1,899,,
,,1,937,0.31640610098838806,0.9150999784469604
0.24837803840637207,0.9375,2,949,,
0.28934013843536377,0.9296875,2,999,,
0.39023831486701965,0.8828125,2,1049,,
0.2579769790172577,0.9296875,2,1099,,
0.3721531629562378,0.8984375,2,1149,,
0.20957276225090027,0.9375,2,1199,,
0.43336406350135803,0.8359375,2,1249,,
0.18421125411987305,0.9375,2,1299,,
0.39811041951179504,0.875,2,1349,,
0.3267558515071869,0.921875,2,1399,,
,,2,1406,0.29654034972190857,0.9186000227928162
