loss,acc,epoch,step
2.0288944244384766,0.4453125,0,9
1.7268391847610474,0.6953125,0,19
1.5018311738967896,0.75,0,29
1.3661240339279175,0.734375,0,39
1.1249780654907227,0.8125,0,49
1.0139737129211426,0.7890625,0,59
0.978062629699707,0.84375,0,69
0.8766157031059265,0.8125,0,79
0.88060063123703,0.8203125,0,89
0.7397854328155518,0.8515625,0,99
0.7186553478240967,0.859375,0,109
0.7222769856452942,0.8359375,0,119
0.6007319688796997,0.8671875,0,129
0.6251675486564636,0.8671875,0,139
0.6586405634880066,0.859375,0,149
0.6923248171806335,0.8203125,0,159
0.5785478353500366,0.875,0,169
0.6266312003135681,0.84375,0,179
0.5459337830543518,0.8828125,0,189
0.5414429903030396,0.84375,0,199
0.6157724261283875,0.84375,0,209
0.5325101613998413,0.8515625,0,219
0.5074681043624878,0.8828125,0,229
0.5689170360565186,0.8359375,0,239
0.4199497103691101,0.8984375,0,249
0.48275694251060486,0.8671875,0,259
0.6334041953086853,0.8203125,0,269
0.4475444555282593,0.90625,0,279
0.4014112949371338,0.890625,0,289
0.36869049072265625,0.9140625,0,299
0.518058180809021,0.8671875,0,309
0.49055004119873047,0.8515625,0,319
0.5438993573188782,0.8515625,0,329
0.48839256167411804,0.84375,0,339
0.4232616722583771,0.90625,0,349
0.458455890417099,0.875,0,359
0.4428859353065491,0.8984375,0,369
0.5328651666641235,0.84375,0,379
0.43428170680999756,0.8828125,0,389
0.46411335468292236,0.8515625,0,399
0.4645439386367798,0.90625,0,409
0.3592732846736908,0.90625,0,419
0.36680856347084045,0.90625,0,429
0.425444096326828,0.859375,0,439
0.46799662709236145,0.8671875,0,449
0.4548548460006714,0.8671875,0,459
0.37587520480155945,0.9140625,1,469
0.5264455676078796,0.8984375,1,479
0.4876147508621216,0.8515625,1,489
0.46782633662223816,0.859375,1,499
0.3959044814109802,0.8984375,1,509
0.34777408838272095,0.8984375,1,519
0.3313380777835846,0.90625,1,529
0.3592822253704071,0.8984375,1,539
0.33104437589645386,0.9296875,1,549
0.31481868028640747,0.9296875,1,559
0.3024822473526001,0.9375,1,569
0.45791885256767273,0.875,1,579
0.37476441264152527,0.90625,1,589
0.41674908995628357,0.8828125,1,599
0.469002902507782,0.8359375,1,609
0.3309645652770996,0.921875,1,619
0.4434918761253357,0.875,1,629
0.3084515631198883,0.8984375,1,639
0.44104111194610596,0.90625,1,649
0.270817369222641,0.9453125,1,659
0.4227749705314636,0.8828125,1,669
0.3221151828765869,0.90625,1,679
0.4088970124721527,0.8515625,1,689
0.3230477273464203,0.90625,1,699
0.35020771622657776,0.8984375,1,709
0.39581048488616943,0.859375,1,719
0.3290301561355591,0.9375,1,729
0.3635179102420807,0.90625,1,739
0.3389737904071808,0.921875,1,749
0.30999624729156494,0.9140625,1,759
0.3004547953605652,0.921875,1,769
0.4374770522117615,0.875,1,779
0.31141895055770874,0.9140625,1,789
0.3268592059612274,0.8984375,1,799
0.344217985868454,0.90625,1,809
0.271320641040802,0.9296875,1,819
0.33466920256614685,0.8984375,1,829
0.33669576048851013,0.90625,1,839
0.29513809084892273,0.8984375,1,849
0.37983301281929016,0.890625,1,859
0.47995007038116455,0.90625,1,869
0.2844696640968323,0.90625,1,879
0.35595107078552246,0.9140625,1,889
0.4531955420970917,0.890625,1,899
0.29353466629981995,0.9296875,1,909
0.3656567335128784,0.90625,1,919
0.3005441427230835,0.9296875,1,929
0.43740540742874146,0.890625,2,939
0.49312806129455566,0.859375,2,949
0.31638965010643005,0.8828125,2,959
0.22093680500984192,0.9375,2,969
0.4842188060283661,0.8671875,2,979
0.3875034749507904,0.8984375,2,989
0.40809547901153564,0.921875,2,999
0.22182579338550568,0.953125,2,1009
0.3117999732494354,0.9296875,2,1019
0.3385431170463562,0.921875,2,1029
0.47543975710868835,0.84375,2,1039
0.2248138189315796,0.9453125,2,1049
0.23417969048023224,0.953125,2,1059
0.2504381537437439,0.9453125,2,1069
0.3719610273838043,0.8984375,2,1079
0.24066738784313202,0.9296875,2,1089
0.266241192817688,0.921875,2,1099
0.29255327582359314,0.9296875,2,1109
0.2971108853816986,0.921875,2,1119
0.26981016993522644,0.9375,2,1129
0.29620692133903503,0.8828125,2,1139
0.3474588692188263,0.8984375,2,1149
0.26221543550491333,0.9140625,2,1159
0.30429619550704956,0.921875,2,1169
0.3569672703742981,0.875,2,1179
0.3054426610469818,0.9140625,2,1189
0.28516897559165955,0.9296875,2,1199
0.37917566299438477,0.890625,2,1209
0.1746959239244461,0.96875,2,1219
0.317885160446167,0.9140625,2,1229
0.31946805119514465,0.9296875,2,1239
0.35738831758499146,0.8828125,2,1249
0.3978407084941864,0.8984375,2,1259
0.2420196533203125,0.953125,2,1269
0.3244706988334656,0.9296875,2,1279
0.33198073506355286,0.8984375,2,1289
0.3037756383419037,0.9296875,2,1299
0.23772656917572021,0.9375,2,1309
0.18493178486824036,0.9609375,2,1319
0.20883868634700775,0.9296875,2,1329
0.2835642695426941,0.921875,2,1339
0.32051923871040344,0.90625,2,1349
0.2552790939807892,0.9453125,2,1359
0.36561423540115356,0.8984375,2,1369
0.36844900250434875,0.8828125,2,1379
0.33352887630462646,0.890625,2,1389
0.28933730721473694,0.9296875,2,1399
0.5361211895942688,0.8828125,3,1409
0.4234880805015564,0.8828125,3,1419
0.2727275490760803,0.9140625,3,1429
0.4121372699737549,0.890625,3,1439
0.38654810190200806,0.8515625,3,1449
0.2728263735771179,0.8984375,3,1459
0.32806870341300964,0.8984375,3,1469
0.2852514386177063,0.9453125,3,1479
0.23859566450119019,0.9609375,3,1489
0.23344863951206207,0.953125,3,1499
0.2499290406703949,0.9296875,3,1509
0.22481855750083923,0.921875,3,1519
0.30530789494514465,0.9296875,3,1529
0.3171584904193878,0.921875,3,1539
0.3869263231754303,0.8515625,3,1549
0.2589930295944214,0.9296875,3,1559
0.27434197068214417,0.9296875,3,1569
0.2620871961116791,0.9453125,3,1579
0.2925128936767578,0.9296875,3,1589
0.3030090034008026,0.9375,3,1599
0.21877819299697876,0.953125,3,1609
0.2933407723903656,0.9140625,3,1619
0.3270578384399414,0.90625,3,1629
0.3276972770690918,0.90625,3,1639
0.3322031497955322,0.890625,3,1649
0.19389373064041138,0.9453125,3,1659
0.29316359758377075,0.90625,3,1669
0.2926994860172272,0.90625,3,1679
0.27966606616973877,0.921875,3,1689
0.277780145406723,0.8984375,3,1699
0.31998541951179504,0.921875,3,1709
0.33173543214797974,0.9140625,3,1719
0.3312787711620331,0.9296875,3,1729
0.24304713308811188,0.953125,3,1739
0.3070211112499237,0.890625,3,1749
0.22989213466644287,0.921875,3,1759
0.27083665132522583,0.9296875,3,1769
0.24979880452156067,0.921875,3,1779
0.34993380308151245,0.8984375,3,1789
0.4946233034133911,0.8984375,3,1799
0.3267022371292114,0.90625,3,1809
0.20955976843833923,0.953125,3,1819
0.28194189071655273,0.9296875,3,1829
0.36940425634384155,0.90625,3,1839
0.33892667293548584,0.8984375,3,1849
0.36092689633369446,0.8984375,3,1859
0.37037065625190735,0.9140625,3,1869
0.1449926197528839,0.9609375,4,1879
0.4664023220539093,0.8828125,4,1889
0.19147789478302002,0.9453125,4,1899
0.3388074040412903,0.8828125,4,1909
0.2987620532512665,0.90625,4,1919
0.28981369733810425,0.9296875,4,1929
0.3355640769004822,0.9296875,4,1939
0.2664755582809448,0.9140625,4,1949
0.22595199942588806,0.9453125,4,1959
0.22156953811645508,0.921875,4,1969
0.36062416434288025,0.9140625,4,1979
0.24405495822429657,0.921875,4,1989
0.39663755893707275,0.8984375,4,1999
0.2357618808746338,0.9375,4,2009
0.2287949025630951,0.921875,4,2019
0.2370082587003708,0.953125,4,2029
0.2571442425251007,0.9375,4,2039
0.296599417924881,0.8984375,4,2049
0.2924667298793793,0.921875,4,2059
0.2688711881637573,0.9140625,4,2069
0.164129376411438,0.953125,4,2079
0.19227461516857147,0.953125,4,2089
0.2905702590942383,0.9375,4,2099
0.3096347749233246,0.921875,4,2109
0.18894100189208984,0.9609375,4,2119
0.33797839283943176,0.8671875,4,2129
0.21787498891353607,0.9453125,4,2139
0.319804847240448,0.9296875,4,2149
0.22607336938381195,0.9375,4,2159
0.27511686086654663,0.9375,4,2169
0.27816247940063477,0.9296875,4,2179
0.23545214533805847,0.9296875,4,2189
0.37327975034713745,0.890625,4,2199
0.22698763012886047,0.9453125,4,2209
0.21714194118976593,0.9453125,4,2219
0.2578014135360718,0.9296875,4,2229
0.25099262595176697,0.921875,4,2239
0.32091110944747925,0.921875,4,2249
0.3098764717578888,0.8671875,4,2259
0.2715610861778259,0.921875,4,2269
0.27330321073532104,0.9296875,4,2279
0.40902945399284363,0.8984375,4,2289
0.2610771358013153,0.9453125,4,2299
0.3758253753185272,0.9375,4,2309
0.19382168352603912,0.953125,4,2319
0.20796827971935272,0.9375,4,2329
0.30502843856811523,0.8828125,4,2339
