acc,epoch,loss,step,val_acc,val_loss
0.8671875,0,0.43054163455963135,49,,
0.91796875,0,0.26411327719688416,99,,
0.88671875,0,0.41590416431427,149,,
0.9453125,0,0.2575615346431732,199,,
,,,0,0.87109375,0.4498518109321594
,,,1,0.9140625,0.32072892785072327
,,,2,0.89453125,0.36107006669044495
,,,3,0.8984375,0.27042365074157715
,,,4,0.92578125,0.2268873155117035
,,,5,0.90625,0.33383485674858093
,,,6,0.92578125,0.24693931639194489
,,,7,0.8984375,0.32299813628196716
,,,8,0.8828125,0.4426936209201813
,,,9,0.91015625,0.3460480570793152
,,,10,0.8828125,0.3854316473007202
,,,11,0.8984375,0.3341113030910492
,,,12,0.91015625,0.30004560947418213
,,,13,0.890625,0.34322190284729004
,,,14,0.90234375,0.3454720079898834
,,,15,0.88671875,0.37512803077697754
,,,16,0.859375,0.4873535633087158
,,,17,0.93359375,0.2525465488433838
,,,18,0.92578125,0.33583101630210876
,,,19,0.8897058963775635,0.44132786989212036
0.90234375,1,0.35574913024902344,249,,
0.921875,1,0.29243597388267517,299,,
0.921875,1,0.27760258316993713,349,,
0.90625,1,0.36880260705947876,399,,
,,,20,0.8828125,0.44203558564186096
,,,21,0.91796875,0.3317866027355194
,,,22,0.87890625,0.3633171319961548
,,,23,0.90234375,0.25474807620048523
,,,24,0.9296875,0.22687405347824097
,,,25,0.90234375,0.3421374261379242
,,,26,0.93359375,0.23575140535831451
,,,27,0.8984375,0.3185703754425049
,,,28,0.875,0.4395211935043335
,,,29,0.9140625,0.35248038172721863
,,,30,0.89453125,0.3830467164516449
,,,31,0.9140625,0.3290984630584717
,,,32,0.921875,0.2912403345108032
,,,33,0.91015625,0.3345109224319458
,,,34,0.91796875,0.3411400616168976
,,,35,0.890625,0.3736041784286499
,,,36,0.84765625,0.4764309227466583
,,,37,0.9296875,0.24765567481517792
,,,38,0.9296875,0.3272247910499573
,,,39,0.8897058963775635,0.42451250553131104
0.9296875,2,0.22143647074699402,449,,
0.921875,2,0.2883642911911011,499,,
0.8984375,2,0.2898823320865631,549,,
0.91015625,2,0.2944835424423218,599,,
,,,40,0.8828125,0.4403848946094513
,,,41,0.921875,0.33932429552078247
,,,42,0.8828125,0.366516649723053
,,,43,0.91015625,0.24827615916728973
,,,44,0.92578125,0.2288268506526947
,,,45,0.90234375,0.35018831491470337
,,,46,0.9375,0.23509742319583893
,,,47,0.8984375,0.3175525665283203
,,,48,0.87890625,0.44138482213020325
,,,49,0.90625,0.35807955265045166
,,,50,0.8984375,0.3810024559497833
,,,51,0.9140625,0.3348250389099121
,,,52,0.921875,0.2874886989593506
,,,53,0.90234375,0.33433496952056885
,,,54,0.91796875,0.33812400698661804
,,,55,0.8984375,0.3792266249656677
,,,56,0.8515625,0.4783744513988495
,,,57,0.93359375,0.24944612383842468
,,,58,0.9296875,0.32637882232666016
,,,59,0.8897058963775635,0.415924608707428
0.9375,3,0.21952663362026215,649,,
0.92578125,3,0.23406386375427246,699,,
0.91015625,3,0.39652547240257263,749,,
0.8984375,3,0.3337976634502411,799,,
0.9296875,3,0.3847287893295288,849,,
,,,60,0.88671875,0.44080060720443726
,,,61,0.9296875,0.34490546584129333
,,,62,0.87890625,0.36868399381637573
,,,63,0.91796875,0.24431687593460083
,,,64,0.92578125,0.2325878143310547
,,,65,0.90234375,0.35647544264793396
,,,66,0.9375,0.23836174607276917
,,,67,0.8984375,0.31708142161369324
,,,68,0.8828125,0.4425714910030365
,,,69,0.8984375,0.3607881963253021
,,,70,0.8984375,0.38004133105278015
,,,71,0.921875,0.3412860333919525
,,,72,0.921875,0.28400135040283203
,,,73,0.91015625,0.33314937353134155
,,,74,0.9140625,0.3355221152305603
,,,75,0.8984375,0.38340380787849426
,,,76,0.8515625,0.4799901247024536
,,,77,0.9296875,0.24934184551239014
,,,78,0.9296875,0.3279522657394409
,,,79,0.8897058963775635,0.4103144109249115
0.92578125,4,0.2864401638507843,899,,
0.9140625,4,0.2573687434196472,949,,
0.9375,4,0.3220641613006592,999,,
0.91796875,4,0.30285632610321045,1049,,
,,,80,0.88671875,0.4421136677265167
,,,81,0.92578125,0.3524637818336487
,,,82,0.87890625,0.3738855719566345
,,,83,0.91796875,0.24314726889133453
,,,84,0.921875,0.23778662085533142
,,,85,0.90625,0.36118972301483154
,,,86,0.9296875,0.24415223300457
,,,87,0.91015625,0.31678611040115356
,,,88,0.88671875,0.4454689621925354
,,,89,0.89453125,0.36242082715034485
,,,90,0.8984375,0.38262003660202026
,,,91,0.921875,0.345196008682251
,,,92,0.921875,0.2817065417766571
,,,93,0.9140625,0.33399876952171326
,,,94,0.9140625,0.3346092700958252
,,,95,0.8984375,0.38580965995788574
,,,96,0.8515625,0.4824473261833191
,,,97,0.9375,0.24924345314502716
,,,98,0.921875,0.3316750228404999
,,,99,0.904411792755127,0.4084654450416565
0.89453125,5,0.3724840581417084,1099,,
0.921875,5,0.2242019772529602,1149,,
0.9375,5,0.2134600728750229,1199,,
0.9296875,5,0.23648470640182495,1249,,
,,,100,0.88671875,0.4428642690181732
,,,101,0.921875,0.35931745171546936
,,,102,0.8828125,0.38086700439453125
,,,103,0.921875,0.24345630407333374
,,,104,0.921875,0.24157333374023438
,,,105,0.91015625,0.3623606562614441
,,,106,0.9296875,0.24984338879585266
,,,107,0.9140625,0.31650134921073914
,,,108,0.8828125,0.44857680797576904
,,,109,0.90234375,0.36286306381225586
,,,110,0.90625,0.3864661157131195
,,,111,0.91796875,0.34686535596847534
,,,112,0.91796875,0.2800142765045166
