date,cases,deaths,recovered
2020-03-14,157365,5886,72622
2020-03-15,168598,6557,76031
2020-03-16,183165,7268,78086
2020-03-17,198339,8119,80830
2020-03-18,215900,9075,83317
2020-03-19,242987,10217,84958
2020-03-20,272517,11791,87403
2020-03-21,304944,13599,91650
2020-03-22,339156,15427,97867
2020-03-23,381711,17523,98355
2020-03-24,423594,19949,107974
2020-03-25,475075,22920,113753
2020-03-26,535889,26173,122125
2020-03-27,599820,29812,130910
2020-03-28,669402,33861,139421
2020-03-29,725918,37680,148877
2020-03-30,790929,42050,164213
2020-03-31,869371,47218,177803
2020-04-01,955728,53862,193075
2020-04-02,1038176,60115,210218
2020-04-03,1122386,66617,225640
2020-04-04,1182507,72976,246052
2020-04-05,1254222,78897,259888
2020-04-06,1328948,85324,276597
2020-04-07,1397886,93841,299859
2020-04-08,1480062,101061,328741
2020-04-09,1567243,109216,353995
2020-04-10,1653665,116957,375733
2020-04-11,1729180,123939,401983
2020-04-12,1847761,130453,421366
2020-04-13,1919593,136966,448623
2020-04-14,2004226,144323,473697
2020-04-15,2082482,153088,510236
2020-04-16,2176950,160800,541119
2020-04-17,2264830,169688,567303
2020-04-18,2343082,176118,591169
2020-04-19,2419404,182219,622952
2020-04-20,2495886,188730,645130
2020-04-21,2571973,195926,679932
2020-04-22,2654011,203205,710017
2020-04-23,2736728,210475,738747
2020-04-24,2820291,217313,788776
2020-04-25,2903496,223363,816531
2020-04-26,2974291,228179,845343
2020-04-27,3045275,233624,873227
2020-04-28,3121107,240253,906439
2020-04-29,3198435,247233,948516
2020-04-30,3282087,253486,1013632
2020-05-01,3371033,259073,1051789
2020-05-02,3449295,265119,1092440
2020-05-03,3523292,269394,1124973
2020-05-04,3600929,274239,1159059
2020-05-05,3680614,280386,1195532
2020-05-06,3771036,287146,1241651
2020-05-07,3860174,293012,1281176
2020-05-08,3950657,298967,1317589
2020-05-09,4035000,303885,1371030
2020-05-10,4110223,308223,1404839
2020-05-11,4186364,312301,1451724
2020-05-12,4271644,318031,1488766
2020-05-13,4355992,323468,1544638
2020-05-14,4451634,329217,1584349
2020-05-15,4547536,334970,1632452
2020-05-16,4641426,339511,1688863
2020-05-17,4719789,343391,1729871
2020-05-18,4808921,347786,1782787
2020-05-19,4904739,352754,1834839
2020-05-20,5010162,358160,1893809
2020-05-21,5116135,363195,1945029
2020-05-22,5223477,368901,2053576
2020-05-23,5327627,373355,2108410
2020-05-24,5420843,376755,2163937
2020-05-25,5509066,378449,2227666
2020-05-26,5601428,383229,2282818
2020-05-27,5703984,388449,2346145
2020-05-28,5823977,393440,2413008
2020-05-29,5945413,398596,2490273
2020-05-30,6080456,402955,2560723
2020-05-31,6183316,406242,2637107
2020-06-01,6283580,409983,2692032
2020-06-02,6406221,415254,2796144
2020-06-03,6517437,420875,2875235
2020-06-04,6655667,426403,2945305
2020-06-05,6789073,431460,3014470
2020-06-06,6918403,435600,3086674
2020-06-07,7029415,438857,3141783
2020-06-08,7132463,443312,3293394
2020-06-09,7258445,448357,3375664
2020-06-10,7395607,453783,3454835
2020-06-11,7531793,458920,3540714
2020-06-12,7659267,463663,3620434
2020-06-13,7793175,468056,3706326
2020-06-14,7925122,471838,3777145
2020-06-15,8050034,475905,3857420
2020-06-16,8193933,483023,3955283
2020-06-17,8337135,488500,4074114
2020-06-18,8480229,493854,4155277
2020-06-19,8661225,500212,4250267
2020-06-20,8847108,504694,4366121
2020-06-21,8940170,509338,4434807
2020-06-22,9082502,513205,4526440
2020-06-23,9250625,518774,4630495
2020-06-24,9422061,524272,4746246
2020-06-25,9601576,529382,4839130
2020-06-26,9794066,534465,4945110
2020-06-27,9970478,539201,5051396
2020-06-28,10138935,542822,5140599
2020-06-29,10291617,546894,5235170
2020-06-30,10475388,552146,5352510
2020-07-01,10690516,557487,5468424
2020-07-02,10895486,563001,5753358
2020-07-03,11098124,568241,5863246
2020-07-04,11287838,573035,6059006
2020-07-05,11474058,576880,6178369
2020-07-06,11642331,581148,6302068
2020-07-07,11851900,587508,6447101
2020-07-08,12067186,593137,6605157
2020-07-09,12291782,598986,6739775
2020-07-10,12524663,604728,6879221
2020-07-11,12737483,609869,7004913
2020-07-12,12930415,614171,7116749
2020-07-13,13124893,618607,7257072
2020-07-14,13345920,624592,7399324
2020-07-15,13575706,630511,7559130
2020-07-16,13820618,636673,7711615
2020-07-17,14058038,643711,7895036
2020-07-18,14293379,650241,8045823
2020-07-19,14505270,655135,8133881
2020-07-20,14713414,659101,8293009
2020-07-21,14956435,665439,8467705
2020-07-22,15231791,672857,8647437
2020-07-23,15511422,679494,8823667
2020-07-24,15794928,685956,9051967
2020-07-25,16044485,692021,9271779
2020-07-26,16256294,696430,9415080
2020-07-27,16490680,701726,9586463
2020-07-28,16754567,708664,9756921
2020-07-29,17024801,715292,9959507
2020-07-30,17306582,722069,10173026
2020-07-31,17594044,728679,10372632
2020-08-01,17840315,734665,10553543
2020-08-02,18070926,739352,10692267
2020-08-03,18276983,744209,10914712
2020-08-04,18542287,751380,11138369
2020-08-05,18817443,758757,11360064
2020-08-06,19104145,765604,11548871
2020-08-07,19386579,772357,11740917
2020-08-08,19651806,778381,11941161
2020-08-09,19884801,783575,12119939
2020-08-10,20118013,788952,12284150
2020-08-11,20383576,795567,12589218
2020-08-12,20658646,802540,12829863
2020-08-13,20948740,809327,12993779
2020-08-14,21255813,815894,13277021
2020-08-15,21504839,821948,13445625
2020-08-16,21714880,826748,13678579
2020-08-17,21927762,831371,13889591
2020-08-18,22187166,838427,14117186
2020-08-19,22464640,844850,14335183
2020-08-20,22736119,851277,14542973
2020-08-21,22998072,857049,14711467
2020-08-22,23261601,862838,14921384
2020-08-23,23464360,867145,15137915
2020-08-24,23692460,872002,15337336
2020-08-25,23937668,878565,15568885
2020-08-26,24219359,885102,15794619
2020-08-27,24506622,891317,16001856
2020-08-28,24790561,897142,16200974
2020-08-29,25051295,902930,16412387
2020-08-30,25271033,907204,16622627
2020-08-31,25535340,911637,16823417
2020-09-01,25802224,918238,17081379
2020-09-02,26084114,924555,17300616
2020-09-03,26369544,930655,17521985
2020-09-04,26671276,936495,17735486
2020-09-05,26944997,941588,17936474
2020-09-06,27173995,945723,18148265
2020-09-07,27391278,955346,18345813
2020-09-08,27637790,960469,18547610
2020-09-09,27923100,966734,18787877
2020-09-10,28227493,972736,19004538
2020-09-11,28543855,978735,19228208
2020-09-12,28832580,983793,19451142
2020-09-13,29081415,987756,19638990
2020-09-14,29348555,992363,19867489
2020-09-15,29629107,998925,20093776
2020-09-16,29934059,1004793,20323253
2020-09-17,30249632,1010441,20543464
2020-09-18,30576278,1016293,20794613
2020-09-19,30869397,1021566,21031598
2020-09-20,31124526,1025548,21268675
2020-09-21,31384435,1029976,21514153
2020-09-22,31668754,1036127,21733546
2020-09-23,31980407,1042678,21996959
2020-09-24,32301360,1048346,22252629
2020-09-25,32631974,1054363,22491837
2020-09-26,32918085,1059795,22753980
2020-09-27,33165079,1063680,22967859
2020-09-28,33426328,1067794,23190401
2020-09-29,33709128,1073842,23431685
2020-09-30,34033675,1080268,23679903
2020-10-01,34352787,1089162,23901445
2020-10-02,34682292,1094892,24073730
2020-10-03,34979647,1099676,24329331
2020-10-04,35240179,1103717,24551490
2020-10-05,35551524,1110806,24788958
2020-10-06,35867647,1116668,25021584
2020-10-07,36216841,1122589,25276775
2020-10-08,36576162,1128972,25496281
2020-10-09,36936565,1135152,25703071
2020-10-10,37292089,1140057,25898476
2020-10-11,37581583,1144252,26121116
2020-10-12,37871608,1148379,26321235
2020-10-13,38190980,1153728,26513680
2020-10-14,38571764,1159891,26725965
2020-10-15,38978760,1166100,26933292
2020-10-16,39389280,1172313,27136306
2020-10-17,39761413,1178040,27334589
2020-10-18,40092656,1181999,27536100
2020-10-19,40467606,1186841,27738631
2020-10-20,40856480,1193465,27950078
2020-10-21,41296091,1200368,28161300
2020-10-22,41778168,1206346,28388093
2020-10-23,42272069,1213450,28594827
2020-10-24,42728414,1219368,28806408
2020-10-25,43087247,1223733,29003666
2020-10-26,43570291,1229572,29242801
2020-10-27,44038754,1236958,29832506
2020-10-28,44560523,1244133,30098468
2020-10-29,45111898,1251370,30345219
2020-10-30,45683640,1259145,30600993
2020-10-31,46155745,1265816,30845322
2020-11-01,46594934,1271172,31103269
2020-11-02,47143303,1277629,31383406
2020-11-03,47708817,1287201,31634979
2020-11-04,48200961,1297094,31914298
2020-11-05,48820295,1305834,32217953
2020-11-06,49443478,1314990,32506314
2020-11-07,50042669,1322776,32805330
2020-11-08,50533518,1329177,33058570
2020-11-09,51043324,1336758,33315623
2020-11-10,51614069,1346533,33572983
2020-11-11,52238734,1356950,33953207
2020-11-12,52878929,1366665,34179446
2020-11-13,53539863,1376562,34481578
2020-11-14,54126889,1385731,34759397
2020-11-15,54617117,1392659,34990157
2020-11-16,55142751,1400713,35380887
2020-11-17,55745063,1411682,35814478
2020-11-18,56367328,1423148,36177588
2020-11-19,57021314,1434288,36551887
2020-11-20,57695345,1446066,36907311
2020-11-21,58287916,1455371,37246581
2020-11-22,58785996,1463040,37520305
2020-11-23,59320006,1471765,37931518
2020-11-24,59910792,1484276,38303697
2020-11-25,60527871,1496269,38741107
2020-11-26,61117132,1507211,39107983
2020-11-27,61812474,1518732,39489609
2020-11-28,62420041,1528249,39849315
2020-11-29,62915662,1535902,40167598
2020-11-30,63422239,1544981,40569854
2020-12-01,64037142,1557368,41046058
2020-12-02,64677389,1569854,41508984
2020-12-03,65367986,1582561,41935968
2020-12-04,66064345,1594992,42426585
2020-12-05,66706697,1605596,42862533
2020-12-06,67250638,1613691,43178577
2020-12-07,67785484,1622523,43591716
2020-12-08,68416150,1634560,44032487
2020-12-09,69081500,1647129,44458967
2020-12-10,70576907,1659547,44950193
2020-12-11,71282658,1672729,45428333
2020-12-12,71931348,1683558,46933276
2020-12-13,72470142,1691787,47328395
2020-12-14,73021298,1700981,41338398
2020-12-15,73669919,1714204,41696562
2020-12-16,74387461,1728111,42058782
2020-12-17,75126063,1741277,42434191
2020-12-18,75847501,1754342,42751919
2020-12-19,76483006,1765600,43103505
2020-12-20,77030307,1773979,43380334
2020-12-21,77576529,1783464,43723554
2020-12-22,78227986,1797308,44086739
2020-12-23,78910081,1811049,44410879
2020-12-24,79603472,1823258,44725551
2020-12-25,80096696,1831882,45017157
2020-12-26,80629340,1840235,45425321
2020-12-27,81042534,1848389,45717709
2020-12-28,81541719,1857935,46016135
2020-12-29,82213594,1872872,46369230
2020-12-30,82938894,1888314,46757475
2020-12-31,83778622,1901777,47055807
2021-01-01,84342314,1911418,47359111
2021-01-02,84946690,1920880,47614296
2021-01-03,85467020,1928820,47882778
2021-01-04,86024461,1938770,48173186
2021-01-05,86765351,1954189,48488547
2021-01-06,87556264,1969110,48801672
2021-01-07,88426222,1984073,49125603
2021-01-08,89261637,1999363,49422866
2021-01-09,90017904,2012679,49753111
2021-01-10,90619443,2022236,50023661
2021-01-11,91233917,2032515,50313949
2021-01-12,91926453,2049477,50657506
2021-01-13,92669726,2065943,51023567
2021-01-14,93428784,2081663,51396412
2021-01-15,94212637,2097380,51717034
2021-01-16,94869509,2111413,52034089
2021-01-17,95397119,2121283,52349804
2021-01-18,95914366,2131731,52668557
2021-01-19,96507148,2147411,53071501
2021-01-20,97194354,2165160,53399272
2021-01-21,97863110,2182453,53765411
2021-01-22,98526596,2198512,54147168
2021-01-23,99103312,2213077,54463661
2021-01-24,99565294,2222839,54774618
2021-01-25,100046846,2233981,55089059
2021-01-26,100608158,2251396,55418602
2021-01-27,101209122,2268312,55759371
2021-01-28,101824237,2284838,56075030
2021-01-29,102413219,2300601,56439137
2021-01-30,102928083,2313886,56790303
2021-01-31,103324692,2323435,57079202
2021-02-01,103767694,2333683,57351844
2021-02-02,104233148,2348540,57702034
2021-02-03,104758397,2364399,58031881
2021-02-04,105230171,2377326,58325870
2021-02-05,105766676,2394507,58607157
2021-02-06,106201874,2406362,58901714
2021-02-07,106553422,2414130,59179149
2021-02-08,106893339,2423690,59411983
2021-02-09,107300629,2438420,59783591
2021-02-10,107741093,2452277,60052899
2021-02-11,108184860,2466147,60328984
2021-02-12,108614449,2479026,60616583
2021-02-13,108994937,2489712,60862826
